customer_id,company_size,industry,region,signup_date,plan_type,contract_type,monthly_revenue,tenure_months,churned,cancel_date,avg_monthly_logins,avg_session_minutes,feature_usage_score,support_ticket_count,avg_resolution_hours
C02548,SMB,Retail,US,2023-02-06,Basic,Monthly,29,18,1,2024-07-30 00:00:00,6,11,18,5,35
C02549,Mid-Market,Healthcare,EU,2023-06-05,Pro,Monthly,79,9,0,,13,31,72,0,18
C02550,SMB,Retail,APAC,2023-04-22,Basic,Monthly,29,34,1,2026-02-05 00:00:00,2,6,25,6,25
C02551,SMB,Retail,EU,2023-08-31,Basic,Monthly,29,1,1,2023-09-30 00:00:00,2,10,21,6,49
C02552,SMB,Marketing,US,2023-06-29,Basic,Annual,29,9,1,2024-03-25 00:00:00,6,8,19,6,33
C02553,SMB,Tech,APAC,2023-07-22,Basic,Monthly,29,35,1,2026-06-06 00:00:00,6,9,12,7,60
C02554,Mid-Market,Tech,APAC,2022-04-16,Pro,Annual,79,18,0,,18,29,50,2,13
C02555,SMB,Finance,US,2023-07-10,Basic,Monthly,29,1,0,,24,22,77,0,11
C02556,Mid-Market,Healthcare,APAC,2022-08-03,Pro,Annual,79,11,0,,12,25,88,2,18
C02557,Mid-Market,Retail,US,2022-08-04,Pro,Monthly,79,3,0,,10,28,51,0,17
C02558,Mid-Market,Finance,US,2022-06-15,Pro,Monthly,79,9,0,,24,21,63,0,19
C02559,SMB,Finance,EU,2022-04-08,Basic,Monthly,29,3,0,,17,34,55,1,20
C02560,Enterprise,Healthcare,APAC,2022-10-06,Enterprise,Monthly,149,14,1,2023-11-30 00:00:00,6,9,22,6,61
C02561,SMB,Finance,US,2023-04-13,Basic,Annual,29,18,0,,17,21,61,0,17
C02562,Enterprise,Tech,US,2022-12-04,Enterprise,Annual,149,10,0,,15,29,82,0,10
C02563,SMB,Marketing,APAC,2023-08-10,Basic,Monthly,29,20,0,,13,32,71,0,7
C02564,Enterprise,Finance,EU,2023-07-27,Enterprise,Monthly,149,6,0,,18,31,81,0,22
C02565,Enterprise,Finance,US,2023-04-03,Enterprise,Monthly,149,17,0,,20,19,78,2,7
C02566,SMB,Marketing,US,2023-08-05,Basic,Annual,29,20,1,2025-03-27 00:00:00,4,11,17,5,59
C02567,Mid-Market,Marketing,US,2023-07-09,Pro,Monthly,79,29,1,2025-11-25 00:00:00,3,10,18,5,39
C02568,Mid-Market,Healthcare,US,2022-09-02,Pro,Annual,79,10,1,2023-06-29 00:00:00,4,5,10,3,38
C02569,Mid-Market,Finance,APAC,2022-12-27,Pro,Monthly,79,20,1,2024-08-18 00:00:00,5,9,13,7,53
C02570,SMB,Healthcare,US,2023-02-08,Basic,Monthly,29,27,1,2025-04-28 00:00:00,2,8,10,5,66
C02571,SMB,Retail,APAC,2022-12-16,Basic,Monthly,29,25,1,2025-01-04 00:00:00,2,8,28,6,34
C02572,SMB,Healthcare,US,2022-07-27,Basic,Monthly,29,20,0,,18,18,80,2,17
C02573,Enterprise,Marketing,EU,2023-09-07,Enterprise,Monthly,149,1,0,,12,21,57,1,9
C02574,SMB,Tech,US,2022-09-04,Basic,Annual,29,9,0,,18,25,68,2,6
C02575,Mid-Market,Finance,APAC,2023-04-13,Pro,Monthly,79,35,0,,14,22,58,1,4
C02576,Mid-Market,Finance,EU,2022-06-01,Pro,Monthly,79,31,0,,18,27,65,0,18
C02577,Enterprise,Retail,US,2023-06-30,Enterprise,Annual,149,10,0,,17,29,61,2,10
C02578,Mid-Market,Finance,EU,2023-02-07,Pro,Annual,79,22,1,2024-11-28 00:00:00,7,5,23,3,48
C02579,Enterprise,Marketing,EU,2023-07-15,Enterprise,Monthly,149,2,0,,16,16,55,1,8
C02580,Mid-Market,Healthcare,APAC,2023-04-06,Pro,Annual,79,6,0,,10,15,86,2,19
C02581,SMB,Retail,EU,2022-08-04,Basic,Monthly,29,23,1,2024-06-24 00:00:00,6,8,10,5,67
C02582,Mid-Market,Retail,APAC,2023-08-24,Pro,Annual,79,19,0,,20,23,72,0,15
C02583,Mid-Market,Retail,US,2022-07-26,Pro,Annual,79,23,0,,20,28,60,1,17
C02584,Mid-Market,Retail,US,2023-08-05,Pro,Monthly,79,29,0,,13,21,55,0,4
C02585,Mid-Market,Healthcare,US,2022-01-31,Pro,Monthly,79,27,0,,12,21,85,0,11
C02586,SMB,Healthcare,US,2023-06-03,Basic,Monthly,29,31,0,,21,34,45,1,15
C02587,SMB,Marketing,APAC,2023-09-28,Basic,Annual,29,4,0,,15,15,45,2,11
C02588,SMB,Retail,EU,2022-02-03,Basic,Monthly,29,10,0,,15,34,40,0,13
C02589,SMB,Healthcare,APAC,2022-12-23,Basic,Monthly,29,35,1,2025-11-07 00:00:00,5,8,14,5,52
C02590,SMB,Tech,US,2022-02-17,Basic,Monthly,29,31,1,2024-09-04 00:00:00,4,7,29,7,50
C02591,SMB,Marketing,APAC,2023-04-28,Basic,Annual,29,23,1,2025-03-18 00:00:00,5,7,28,5,54
C02592,Mid-Market,Finance,US,2023-07-20,Pro,Monthly,79,11,0,,15,24,51,0,17
C02593,SMB,Retail,EU,2023-05-21,Basic,Annual,29,10,1,2024-03-16 00:00:00,5,7,27,5,68
C02594,Mid-Market,Healthcare,US,2022-01-16,Pro,Monthly,79,27,1,2024-04-05 00:00:00,6,9,22,5,40
C02595,SMB,Retail,EU,2022-08-04,Basic,Monthly,29,21,0,,12,34,74,1,6
C02596,Mid-Market,Marketing,EU,2022-04-27,Pro,Annual,79,1,0,,11,26,56,0,6
C02597,SMB,Tech,US,2023-03-22,Basic,Monthly,29,32,0,,15,28,73,2,18
C02598,SMB,Retail,US,2022-02-11,Basic,Annual,29,3,0,,24,27,77,1,6
C02599,Enterprise,Tech,US,2022-05-25,Enterprise,Monthly,149,24,0,,13,25,66,2,20
C02600,SMB,Marketing,US,2023-08-03,Basic,Monthly,29,30,1,2026-01-19 00:00:00,3,5,25,3,47
C02601,SMB,Marketing,APAC,2022-12-16,Basic,Monthly,29,17,0,,12,19,81,0,10
C02602,SMB,Retail,EU,2022-10-13,Basic,Annual,29,26,0,,20,26,87,1,11
C02603,SMB,Healthcare,US,2022-11-23,Basic,Monthly,29,28,0,,10,21,48,1,10
C02604,Enterprise,Retail,APAC,2023-04-03,Enterprise,Monthly,149,26,0,,22,34,45,2,5
C02605,Mid-Market,Marketing,US,2023-06-18,Pro,Annual,79,19,0,,13,25,56,1,20
C02606,SMB,Marketing,EU,2023-04-19,Basic,Annual,29,34,0,,20,18,77,1,10
C02607,Enterprise,Marketing,EU,2022-09-26,Enterprise,Annual,149,5,0,,22,26,85,0,13
C02608,Mid-Market,Tech,US,2023-06-12,Pro,Monthly,79,12,0,,24,33,68,0,21
C02609,SMB,Finance,APAC,2022-07-12,Basic,Monthly,29,27,0,,12,20,48,2,18
C02610,Mid-Market,Finance,US,2023-02-22,Pro,Annual,79,4,0,,23,29,58,1,18
C02611,Mid-Market,Healthcare,US,2023-07-19,Pro,Monthly,79,15,0,,18,34,65,2,21
C02612,Enterprise,Marketing,US,2023-01-07,Enterprise,Monthly,149,5,0,,23,19,50,2,8
C02613,SMB,Retail,APAC,2023-06-11,Basic,Monthly,29,24,1,2025-05-31 00:00:00,6,8,29,7,59
C02614,Enterprise,Finance,US,2022-03-30,Enterprise,Annual,149,22,0,,23,15,42,1,10
C02615,SMB,Finance,APAC,2022-04-27,Basic,Monthly,29,26,0,,21,20,60,0,16
C02616,SMB,Healthcare,US,2023-02-07,Basic,Monthly,29,7,0,,16,33,55,0,22
C02617,Enterprise,Finance,US,2023-07-13,Enterprise,Monthly,149,20,0,,19,27,86,0,18
C02618,Enterprise,Tech,EU,2023-11-26,Enterprise,Annual,149,31,0,,16,27,52,1,13
C02619,SMB,Healthcare,US,2023-09-30,Basic,Annual,29,34,0,,20,30,56,2,16
C02620,Enterprise,Retail,US,2022-03-06,Enterprise,Annual,149,23,1,2024-01-25 00:00:00,4,10,25,4,49
C02621,Mid-Market,Healthcare,EU,2023-06-05,Pro,Annual,79,27,1,2025-08-23 00:00:00,4,10,12,6,50
C02622,Enterprise,Marketing,APAC,2023-01-02,Enterprise,Monthly,149,15,0,,11,27,72,2,19
C02623,Mid-Market,Finance,US,2023-10-04,Pro,Monthly,79,30,0,,10,34,86,0,19
C02624,Mid-Market,Retail,APAC,2023-11-26,Pro,Monthly,79,27,0,,19,16,72,0,21
C02625,SMB,Healthcare,US,2023-01-29,Basic,Annual,29,30,1,2025-07-17 00:00:00,7,9,28,3,33
C02626,Mid-Market,Tech,US,2023-10-16,Pro,Monthly,79,12,1,2024-10-10 00:00:00,7,5,13,3,41
C02627,Mid-Market,Healthcare,US,2023-02-20,Pro,Annual,79,20,0,,14,30,64,1,13
C02628,SMB,Finance,US,2022-01-01,Basic,Annual,29,23,0,,17,28,62,2,12
C02629,SMB,Finance,US,2023-10-01,Basic,Monthly,29,4,1,2024-01-29 00:00:00,3,11,18,3,34
C02630,Enterprise,Finance,US,2022-01-28,Enterprise,Monthly,149,26,0,,20,23,71,0,9
C02631,Enterprise,Finance,US,2023-11-11,Enterprise,Annual,149,1,0,,24,32,43,1,8
C02632,SMB,Retail,US,2023-03-19,Basic,Monthly,29,35,1,2026-02-01 00:00:00,7,6,28,4,38
C02633,SMB,Retail,EU,2023-06-05,Basic,Annual,29,5,0,,12,19,59,2,21
C02634,SMB,Retail,APAC,2023-11-21,Basic,Monthly,29,13,0,,21,21,66,1,16
C02635,SMB,Retail,APAC,2022-11-07,Basic,Monthly,29,15,0,,10,18,42,0,15
C02636,SMB,Tech,US,2022-01-30,Basic,Monthly,29,20,0,,18,28,74,2,14
C02637,Mid-Market,Marketing,EU,2023-09-06,Pro,Monthly,79,7,1,2024-04-03 00:00:00,7,8,17,3,41
C02638,SMB,Tech,US,2023-02-03,Basic,Monthly,29,31,0,,21,21,79,2,6
C02639,SMB,Healthcare,US,2022-11-15,Basic,Monthly,29,18,1,2024-05-08 00:00:00,6,11,14,3,40
C02640,SMB,Marketing,US,2023-01-01,Basic,Annual,29,30,1,2025-06-19 00:00:00,5,7,16,5,45
C02641,SMB,Retail,EU,2022-02-18,Basic,Annual,29,12,0,,20,25,80,2,7
C02642,SMB,Retail,US,2023-07-15,Basic,Annual,29,29,1,2025-12-01 00:00:00,4,6,11,7,67
C02643,Mid-Market,Marketing,US,2022-02-02,Pro,Annual,79,20,1,2023-09-25 00:00:00,5,11,19,5,24
C02644,SMB,Healthcare,EU,2023-03-10,Basic,Annual,29,10,0,,19,24,66,1,15
C02645,SMB,Marketing,EU,2023-02-15,Basic,Annual,29,35,1,2025-12-31 00:00:00,3,5,16,3,58
C02646,Mid-Market,Marketing,APAC,2022-04-26,Pro,Annual,79,35,0,,18,34,42,2,11
C02647,Mid-Market,Finance,US,2022-12-01,Pro,Monthly,79,8,0,,10,26,58,2,21
C02648,Enterprise,Retail,US,2022-12-09,Enterprise,Monthly,149,2,0,,21,19,73,1,13
C02649,SMB,Tech,US,2022-04-27,Basic,Monthly,29,20,1,2023-12-18 00:00:00,4,11,29,3,57
C02650,SMB,Healthcare,APAC,2022-06-04,Basic,Annual,29,34,1,2025-03-20 00:00:00,5,10,18,4,45
C02651,Mid-Market,Finance,APAC,2023-08-20,Pro,Monthly,79,31,0,,13,31,66,1,12
C02652,SMB,Retail,EU,2022-07-17,Basic,Monthly,29,9,1,2023-04-13 00:00:00,4,11,14,5,61
C02653,SMB,Healthcare,US,2022-11-27,Basic,Monthly,29,10,1,2023-09-23 00:00:00,5,8,19,3,69
C02654,SMB,Finance,US,2023-10-27,Basic,Monthly,29,4,0,,23,26,69,2,9
C02655,Mid-Market,Tech,EU,2023-06-23,Pro,Monthly,79,29,0,,22,32,64,0,12
C02656,SMB,Retail,US,2023-05-20,Basic,Monthly,29,21,1,2025-02-08 00:00:00,7,8,26,4,32
C02657,Enterprise,Healthcare,EU,2022-09-02,Enterprise,Monthly,149,9,0,,23,25,69,0,10
C02658,SMB,Finance,EU,2022-05-09,Basic,Monthly,29,5,0,,15,16,63,2,8
C02659,Mid-Market,Retail,US,2023-02-26,Pro,Annual,79,15,0,,23,25,46,1,15
C02660,SMB,Finance,US,2023-10-04,Basic,Monthly,29,9,0,,14,30,44,2,15
C02661,SMB,Finance,EU,2022-04-17,Basic,Monthly,29,27,1,2024-07-05 00:00:00,2,9,15,5,46
C02662,SMB,Tech,US,2023-07-29,Basic,Monthly,29,8,0,,10,28,62,0,5
C02663,SMB,Tech,US,2023-07-11,Basic,Annual,29,26,0,,10,33,78,2,15
C02664,SMB,Retail,APAC,2022-08-11,Basic,Monthly,29,9,0,,19,16,42,2,23
C02665,SMB,Retail,US,2022-09-03,Basic,Monthly,29,32,0,,20,33,88,1,17
C02666,Enterprise,Finance,EU,2022-12-19,Enterprise,Monthly,149,21,0,,17,23,84,0,23
C02667,Mid-Market,Retail,APAC,2023-06-14,Pro,Monthly,79,1,1,2023-07-14 00:00:00,6,9,18,7,30
C02668,Enterprise,Finance,US,2022-08-12,Enterprise,Annual,149,15,0,,13,20,76,0,21
C02669,SMB,Retail,APAC,2022-10-23,Basic,Monthly,29,22,1,2024-08-13 00:00:00,5,7,23,7,49
C02670,Enterprise,Healthcare,US,2023-07-18,Enterprise,Monthly,149,2,0,,16,29,67,2,5
C02671,Mid-Market,Marketing,US,2022-10-04,Pro,Monthly,79,25,0,,12,20,53,0,11
C02672,SMB,Tech,APAC,2023-03-12,Basic,Monthly,29,34,0,,15,26,55,1,9
C02673,Enterprise,Marketing,EU,2022-09-21,Enterprise,Monthly,149,5,0,,13,31,80,1,23
C02674,Enterprise,Healthcare,US,2022-03-29,Enterprise,Monthly,149,2,0,,11,15,52,1,20
C02675,SMB,Finance,EU,2022-09-06,Basic,Monthly,29,35,0,,11,19,86,2,11
C02676,SMB,Marketing,EU,2023-06-15,Basic,Monthly,29,33,0,,19,15,48,0,18
C02677,Mid-Market,Retail,APAC,2022-03-24,Pro,Monthly,79,5,0,,13,29,65,2,23
C02678,Enterprise,Retail,EU,2022-09-29,Enterprise,Monthly,149,25,0,,18,19,50,2,12
C02679,SMB,Tech,US,2022-10-09,Basic,Monthly,29,19,0,,17,19,89,0,7
C02680,SMB,Healthcare,US,2022-01-22,Basic,Annual,29,20,0,,14,22,81,1,5
C02681,Mid-Market,Retail,EU,2022-09-16,Pro,Monthly,79,2,0,,13,32,86,1,8
C02682,SMB,Finance,EU,2022-01-02,Basic,Monthly,29,16,1,2023-04-27 00:00:00,4,8,29,6,56
C02683,Enterprise,Retail,US,2023-01-09,Enterprise,Monthly,149,12,0,,13,29,77,0,14
C02684,Mid-Market,Tech,US,2022-02-07,Pro,Monthly,79,32,0,,15,18,63,2,13
C02685,SMB,Marketing,US,2023-11-27,Basic,Monthly,29,18,1,2025-05-20 00:00:00,4,5,10,4,67
C02686,Mid-Market,Tech,EU,2022-03-30,Pro,Monthly,79,6,0,,13,22,84,2,20
C02687,SMB,Marketing,EU,2023-04-05,Basic,Annual,29,3,0,,12,23,82,1,23
C02688,Enterprise,Retail,APAC,2023-10-09,Enterprise,Monthly,149,33,0,,20,18,73,0,15
C02689,SMB,Tech,US,2022-12-24,Basic,Annual,29,35,0,,22,24,75,0,13
C02690,Mid-Market,Tech,EU,2023-05-10,Pro,Monthly,79,20,0,,13,20,62,1,23
C02691,Enterprise,Tech,APAC,2023-06-19,Enterprise,Monthly,149,34,1,2026-04-04 00:00:00,2,10,27,4,67
C02692,SMB,Healthcare,US,2023-05-29,Basic,Monthly,29,26,1,2025-07-17 00:00:00,7,8,22,5,70
C02693,Mid-Market,Healthcare,APAC,2023-03-23,Pro,Monthly,79,23,0,,24,24,41,2,22
C02694,Enterprise,Retail,US,2023-04-17,Enterprise,Annual,149,6,0,,10,18,47,0,17
C02695,SMB,Retail,US,2022-10-29,Basic,Monthly,29,10,0,,22,34,55,1,6
C02696,Mid-Market,Finance,APAC,2022-02-04,Pro,Monthly,79,35,0,,18,19,88,1,20
C02697,SMB,Marketing,US,2023-09-08,Basic,Monthly,29,34,0,,18,28,63,2,10
C02698,SMB,Finance,US,2022-04-29,Basic,Annual,29,28,1,2024-08-16 00:00:00,6,6,16,5,65
C02699,Mid-Market,Tech,APAC,2023-09-05,Pro,Annual,79,1,0,,22,33,77,2,16
C02700,SMB,Finance,EU,2022-06-30,Basic,Annual,29,2,1,2022-08-29 00:00:00,6,8,18,6,48
C02701,SMB,Marketing,EU,2022-02-21,Basic,Monthly,29,24,1,2024-02-11 00:00:00,7,8,14,6,44
C02702,SMB,Marketing,US,2023-11-10,Basic,Annual,29,18,0,,20,24,84,0,19
C02703,SMB,Tech,US,2022-07-17,Basic,Monthly,29,2,1,2022-09-15 00:00:00,5,9,28,7,51
C02704,SMB,Marketing,US,2022-07-14,Basic,Monthly,29,25,0,,24,17,44,1,11
C02705,SMB,Finance,APAC,2022-06-14,Basic,Annual,29,17,0,,22,23,51,1,4
C02706,Enterprise,Finance,US,2023-03-23,Enterprise,Annual,149,22,0,,24,25,49,2,7
C02707,Enterprise,Healthcare,US,2023-07-31,Enterprise,Monthly,149,26,0,,17,16,65,1,15
C02708,SMB,Tech,EU,2023-09-21,Basic,Monthly,29,6,0,,24,32,53,0,18
C02709,SMB,Healthcare,APAC,2022-12-27,Basic,Monthly,29,18,0,,17,16,65,2,16
C02710,SMB,Tech,US,2022-01-27,Basic,Monthly,29,14,0,,21,19,76,2,16
C02711,SMB,Marketing,US,2023-10-22,Basic,Annual,29,6,0,,20,21,84,0,5
C02712,Mid-Market,Marketing,US,2022-11-17,Pro,Monthly,79,32,0,,13,27,56,2,5
C02713,Mid-Market,Marketing,US,2022-09-15,Pro,Monthly,79,12,0,,21,17,82,0,20
C02714,SMB,Finance,EU,2022-09-07,Basic,Annual,29,17,1,2024-01-30 00:00:00,7,9,11,5,56
C02715,Mid-Market,Finance,US,2022-07-16,Pro,Monthly,79,9,0,,22,31,87,1,5
C02716,SMB,Finance,US,2022-11-09,Basic,Annual,29,22,0,,21,15,75,2,4
C02717,SMB,Healthcare,EU,2022-07-19,Basic,Monthly,29,35,0,,23,26,86,2,8
C02718,SMB,Marketing,APAC,2022-07-02,Basic,Monthly,29,4,0,,19,28,80,1,23
C02719,SMB,Retail,US,2022-07-04,Basic,Monthly,29,26,0,,24,16,59,0,22
C02720,Enterprise,Finance,US,2023-05-24,Enterprise,Annual,149,35,0,,21,32,60,0,12
C02721,Mid-Market,Finance,US,2023-03-01,Pro,Monthly,79,34,1,2025-12-15 00:00:00,3,9,25,6,47
C02722,Mid-Market,Finance,APAC,2022-12-04,Pro,Monthly,79,11,0,,12,17,51,2,19
C02723,Mid-Market,Finance,US,2023-06-08,Pro,Monthly,79,18,0,,16,28,63,0,8
C02724,SMB,Tech,US,2023-06-24,Basic,Monthly,29,8,0,,21,16,69,2,12
C02725,Mid-Market,Retail,APAC,2022-12-16,Pro,Monthly,79,8,0,,11,30,66,2,12
C02726,SMB,Tech,US,2023-08-23,Basic,Monthly,29,17,1,2025-01-14 00:00:00,6,7,16,7,32
C02727,Mid-Market,Marketing,EU,2023-11-16,Pro,Monthly,79,15,0,,13,15,45,2,15
C02728,SMB,Healthcare,APAC,2022-11-17,Basic,Monthly,29,19,1,2024-06-09 00:00:00,7,5,29,7,42
C02729,SMB,Healthcare,US,2022-08-07,Basic,Annual,29,26,0,,24,16,49,1,22
C02730,Enterprise,Tech,EU,2023-01-06,Enterprise,Monthly,149,23,0,,20,34,59,1,16
C02731,Enterprise,Healthcare,US,2023-08-27,Enterprise,Monthly,149,6,0,,14,34,44,1,12
C02732,Mid-Market,Marketing,APAC,2022-04-23,Pro,Monthly,79,7,0,,22,33,77,1,17
C02733,Enterprise,Tech,US,2022-08-21,Enterprise,Annual,149,20,0,,19,22,60,1,21
C02734,Mid-Market,Finance,EU,2023-06-04,Pro,Annual,79,19,0,,13,17,83,1,19
C02735,Mid-Market,Healthcare,APAC,2023-05-04,Pro,Monthly,79,33,0,,11,20,77,2,14
C02736,Mid-Market,Marketing,EU,2022-09-26,Pro,Monthly,79,14,0,,22,27,48,1,9
C02737,Mid-Market,Retail,US,2023-10-06,Pro,Monthly,79,17,0,,12,31,69,2,10
C02738,Enterprise,Healthcare,EU,2023-03-16,Enterprise,Monthly,149,32,0,,23,31,66,2,17
C02739,Enterprise,Marketing,EU,2023-10-02,Enterprise,Annual,149,15,0,,12,25,83,2,8
C02740,SMB,Marketing,US,2022-06-09,Basic,Monthly,29,12,0,,16,22,83,0,5
C02741,Mid-Market,Retail,US,2023-01-03,Pro,Monthly,79,1,1,2023-02-02 00:00:00,7,9,26,7,57
C02742,SMB,Tech,US,2022-04-09,Basic,Monthly,29,26,1,2024-05-28 00:00:00,3,7,17,5,54
C02743,SMB,Finance,US,2023-01-03,Basic,Monthly,29,29,1,2025-05-22 00:00:00,3,11,12,4,37
C02744,SMB,Healthcare,APAC,2023-08-12,Basic,Monthly,29,24,0,,20,27,83,1,19
C02745,SMB,Tech,EU,2023-04-19,Basic,Monthly,29,12,0,,12,24,82,1,11
C02746,SMB,Marketing,US,2023-06-27,Basic,Annual,29,33,0,,21,15,74,1,6
C02747,SMB,Marketing,APAC,2022-11-21,Basic,Monthly,29,24,1,2024-11-10 00:00:00,5,10,16,5,45
C02748,Enterprise,Tech,US,2023-02-20,Enterprise,Annual,149,1,0,,13,21,77,1,14
C02749,SMB,Marketing,EU,2022-02-24,Basic,Monthly,29,33,1,2024-11-10 00:00:00,2,11,24,5,65
C02750,SMB,Finance,EU,2022-06-23,Basic,Monthly,29,14,0,,10,27,66,1,8
C02751,SMB,Finance,EU,2022-09-24,Basic,Annual,29,32,0,,10,23,87,0,15
C02752,SMB,Marketing,APAC,2022-06-28,Basic,Monthly,29,19,1,2024-01-19 00:00:00,6,7,23,5,49
C02753,SMB,Healthcare,EU,2023-06-07,Basic,Monthly,29,28,0,,11,27,83,0,7
C02754,Enterprise,Healthcare,EU,2022-12-06,Enterprise,Monthly,149,2,0,,13,25,52,1,20
C02755,SMB,Retail,EU,2022-08-12,Basic,Monthly,29,20,1,2024-04-03 00:00:00,5,11,22,6,58
C02756,Enterprise,Retail,APAC,2023-03-19,Enterprise,Annual,149,14,0,,21,30,69,0,7
C02757,Mid-Market,Retail,EU,2022-05-22,Pro,Monthly,79,21,0,,21,30,44,2,4
C02758,SMB,Marketing,US,2023-06-27,Basic,Monthly,29,11,0,,21,34,69,0,4
C02759,SMB,Tech,EU,2022-06-29,Basic,Monthly,29,34,1,2025-04-14 00:00:00,2,11,15,3,60
C02760,Mid-Market,Healthcare,APAC,2023-02-10,Pro,Monthly,79,27,0,,24,31,42,1,11
C02761,SMB,Finance,APAC,2023-11-14,Basic,Monthly,29,29,0,,11,15,71,2,7
C02762,Enterprise,Tech,US,2022-04-03,Enterprise,Monthly,149,22,0,,21,27,50,0,11
C02763,SMB,Healthcare,US,2023-06-30,Basic,Monthly,29,34,1,2026-04-15 00:00:00,4,8,22,3,35
C02764,Mid-Market,Healthcare,EU,2022-03-31,Pro,Annual,79,32,0,,12,15,54,1,23
C02765,SMB,Finance,US,2023-09-28,Basic,Monthly,29,23,1,2025-08-18 00:00:00,4,6,26,4,45
C02766,Mid-Market,Healthcare,US,2023-04-27,Pro,Monthly,79,4,0,,19,25,44,1,21
C02767,Mid-Market,Marketing,US,2022-03-15,Pro,Annual,79,14,0,,19,31,81,1,10
C02768,SMB,Retail,US,2023-07-06,Basic,Annual,29,8,0,,14,34,56,0,5
C02769,SMB,Retail,US,2023-07-31,Basic,Monthly,29,6,0,,19,24,51,0,18
C02770,SMB,Retail,EU,2022-06-27,Basic,Monthly,29,11,0,,11,30,70,0,10
C02771,Enterprise,Marketing,EU,2022-05-27,Enterprise,Monthly,149,29,0,,14,33,52,2,17
C02772,SMB,Healthcare,US,2023-07-21,Basic,Monthly,29,24,0,,21,24,76,1,10
C02773,SMB,Finance,US,2023-11-17,Basic,Monthly,29,1,1,2023-12-17 00:00:00,3,11,13,5,41
C02774,Enterprise,Retail,APAC,2023-05-20,Enterprise,Monthly,149,30,0,,24,27,78,2,16
C02775,SMB,Tech,US,2023-07-26,Basic,Monthly,29,2,1,2023-09-24 00:00:00,6,5,27,7,28
C02776,Mid-Market,Retail,EU,2022-04-24,Pro,Monthly,79,15,0,,11,23,69,0,4
C02777,Mid-Market,Finance,APAC,2022-03-24,Pro,Monthly,79,29,0,,19,25,62,1,19
C02778,SMB,Finance,US,2023-01-06,Basic,Monthly,29,28,0,,15,19,45,0,16
C02779,SMB,Tech,EU,2022-02-09,Basic,Annual,29,9,0,,13,16,77,0,10
C02780,Mid-Market,Healthcare,APAC,2022-11-05,Pro,Monthly,79,12,0,,19,31,66,1,19
C02781,Enterprise,Retail,US,2022-05-01,Enterprise,Monthly,149,12,0,,18,33,88,0,9
C02782,SMB,Healthcare,US,2022-06-05,Basic,Monthly,29,11,0,,15,32,43,0,18
C02783,SMB,Finance,EU,2022-04-22,Basic,Annual,29,9,0,,23,26,82,1,11
C02784,SMB,Finance,EU,2022-01-30,Basic,Monthly,29,11,0,,23,16,51,2,19
C02785,SMB,Retail,EU,2023-07-25,Basic,Monthly,29,19,0,,24,32,87,2,13
C02786,Mid-Market,Tech,EU,2022-11-01,Pro,Monthly,79,3,0,,22,29,43,0,20
C02787,SMB,Healthcare,US,2022-01-11,Basic,Annual,29,28,1,2024-04-30 00:00:00,4,8,27,4,30
C02788,SMB,Tech,US,2022-06-30,Basic,Monthly,29,19,0,,16,25,70,0,11
C02789,SMB,Tech,US,2023-01-09,Basic,Monthly,29,18,1,2024-07-02 00:00:00,3,11,26,3,41
C02790,Enterprise,Finance,EU,2022-05-15,Enterprise,Annual,149,19,0,,14,19,67,0,12
C02791,SMB,Finance,EU,2022-02-09,Basic,Annual,29,24,1,2024-01-30 00:00:00,6,7,11,4,58
C02792,SMB,Tech,US,2023-01-12,Basic,Monthly,29,21,0,,10,18,43,0,5
C02793,SMB,Retail,US,2023-07-29,Basic,Monthly,29,14,1,2024-09-21 00:00:00,2,10,18,4,71
C02794,Mid-Market,Marketing,APAC,2023-10-27,Pro,Annual,79,34,0,,22,17,54,2,13
C02795,Enterprise,Tech,US,2023-09-27,Enterprise,Annual,149,15,0,,15,26,81,2,11
C02796,SMB,Marketing,EU,2023-07-12,Basic,Monthly,29,34,0,,10,29,68,2,6
C02797,SMB,Marketing,US,2023-01-05,Basic,Annual,29,26,1,2025-02-23 00:00:00,3,9,18,4,57
C02798,SMB,Healthcare,APAC,2023-05-21,Basic,Monthly,29,26,1,2025-07-09 00:00:00,3,10,29,5,46
C02799,SMB,Healthcare,US,2022-02-10,Basic,Monthly,29,23,1,2024-01-01 00:00:00,6,8,10,7,38
C02800,SMB,Healthcare,APAC,2022-09-19,Basic,Annual,29,17,0,,21,28,46,1,17
C02801,SMB,Retail,APAC,2022-10-08,Basic,Monthly,29,29,0,,22,32,70,2,20
C02802,Mid-Market,Finance,APAC,2022-07-02,Pro,Monthly,79,29,0,,20,28,75,1,12
C02803,SMB,Marketing,APAC,2023-08-01,Basic,Monthly,29,20,0,,14,32,47,2,13
C02804,Mid-Market,Marketing,EU,2022-03-21,Pro,Monthly,79,19,0,,21,16,82,1,4
C02805,SMB,Retail,US,2022-05-13,Basic,Monthly,29,5,0,,22,16,76,1,8
C02806,SMB,Marketing,US,2023-04-26,Basic,Monthly,29,35,0,,12,22,86,0,9
C02807,SMB,Retail,US,2022-03-11,Basic,Monthly,29,3,1,2022-06-09 00:00:00,4,7,15,3,69
C02808,SMB,Retail,APAC,2023-01-05,Basic,Annual,29,11,1,2023-12-01 00:00:00,7,6,23,7,48
C02809,Mid-Market,Tech,US,2022-05-10,Pro,Monthly,79,5,0,,17,16,53,2,8
